	hia	hia.cls	bbb	bbb.cls	caco2	caco2.cls	p_glycoprotein_substrate	p_glycoprotein_substrate.cls	p_glycoprotein_inhibitor_1	p_glycoprotein_inhibitor_1.cls	p_glycoprotein_inhibitor_2	p_glycoprotein_inhibitor_2.cls	renal_organic_cation_transporter	renal_organic_cation_transporter.cls	cyp450_2c9_substrate	cyp450_2c9_substrate.cls	cyp450_2d6_substrate	cyp450_2d6_substrate.cls	cyp450_3a4_substrate	cyp450_3a4_substrate.cls	cyp450_1a2_substrate	cyp450_1a2_substrate.cls	cyp450_2c9_inhibitor	cyp450_2c9_inhibitor.cls	cyp450_2d6_inhibitor	cyp450_2d6_inhibitor.cls	cyp450_2c19_inhibitor	cyp450_2c19_inhibitor.cls	cyp450_3a4_inhibitor	cyp450_3a4_inhibitor.cls	cyp_inhibitory_promiscuity	cyp_inhibitory_promiscuity.cls	ames_toxicity	ames_toxicity.cls	carcinogenicity	carcinogenicity.cls	biodegradation	biodegradation.cls	herg_inhibitor_1	herg_inhibitor_1.cls	herg_inhibitor_2	herg_inhibitor_2.cls	id
46	0.9896	True	0.9314	True	0.7735	True	0.6766	Non-substrate	0.9499	Non-inhibitor	0.9025	Non-inhibitor	0.9311	Non-inhibitor	0.7735	Non-substrate	0.9081	Non-substrate	0.6884	Non-substrate	0.6915	Inhibitor	0.8798	Non-inhibitor	0.9631	Non-inhibitor	0.9638	Non-inhibitor	0.9465	Non-inhibitor	0.9426	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.6502	Non-carcinogens	0.7808	Ready biodegradable	0.8818	Weak inhibitor	0.9315	Non-inhibitor	DB00159
47	0.9527	True	0.5852	True	0.8768	False	0.7977	Non-substrate	0.9872	Non-inhibitor	0.9955	Non-inhibitor	0.9679	Non-inhibitor	0.8395	Non-substrate	0.873	Non-substrate	0.7576	Non-substrate	0.8276	Non-inhibitor	0.9523	Non-inhibitor	0.9583	Non-inhibitor	0.9722	Non-inhibitor	0.9359	Non-inhibitor	0.9916	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.5785	Non-carcinogens	0.646	Ready biodegradable	0.9943	Weak inhibitor	0.9795	Non-inhibitor	DB00161
48	0.9938	True	0.9665	True	0.7272	True	0.5939	Non-substrate	0.8205	Non-inhibitor	0.5631	Non-inhibitor	0.7646	Non-inhibitor	0.8193	Non-substrate	0.8324	Non-substrate	0.5522	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9026	Non-inhibitor	0.842	Non-inhibitor	0.7388	Low CYP Inhibitory Promiscuity	0.6952	AMES toxic	0.7004	Non-carcinogens	0.5504	Ready biodegradable	0.8563	Weak inhibitor	0.8853	Non-inhibitor	DB00162
49	0.9795	True	0.9767	True	0.8484	True	0.7189	Substrate	0.7598	Non-inhibitor	0.7802	Inhibitor	0.7882	Non-inhibitor	0.6949	Non-substrate	0.7813	Non-substrate	0.7533	Substrate	0.8122	Non-inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9026	Non-inhibitor	0.8309	Non-inhibitor	0.7762	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8813	Non-carcinogens	0.9965	Not ready biodegradable	0.7192	Weak inhibitor	0.6449	Non-inhibitor	DB00163
50	0.9728	True	0.6889	True	0.8958	False	0.5579	Non-substrate	0.9723	Non-inhibitor	0.9221	Non-inhibitor	0.8177	Non-inhibitor	0.7386	Non-substrate	0.781	Non-substrate	0.7104	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.923	Non-inhibitor	0.9025	Non-inhibitor	0.8648	Non-inhibitor	0.695	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9418	Non-carcinogens	0.5678	Not ready biodegradable	0.8454	Weak inhibitor	0.8734	Non-inhibitor	DB00165
51	0.9695	True	0.9749	True	0.5385	False	0.7248	Non-substrate	0.9526	Non-inhibitor	0.9856	Non-inhibitor	0.8373	Non-inhibitor	0.7961	Non-substrate	0.8334	Non-substrate	0.7346	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.9232	Non-inhibitor	0.9025	Non-inhibitor	0.9365	Non-inhibitor	0.9301	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8721	Non-carcinogens	0.7788	Ready biodegradable	0.9452	Weak inhibitor	0.9451	Non-inhibitor	DB00166
52	0.9677	True	0.78	True	0.7966	False	0.7385	Non-substrate	0.9825	Non-inhibitor	0.9739	Non-inhibitor	0.9696	Non-inhibitor	0.8513	Non-substrate	0.8372	Non-substrate	0.7827	Non-substrate	0.8536	Non-inhibitor	0.8762	Non-inhibitor	0.9	Non-inhibitor	0.9386	Non-inhibitor	0.9155	Non-inhibitor	0.97	Low CYP Inhibitory Promiscuity	0.903	Non AMES toxic	0.632	Non-carcinogens	0.5166	Ready biodegradable	0.9921	Weak inhibitor	0.9735	Non-inhibitor	DB00167
53	0.8218	False	0.5562	False	0.8956	False	0.5137	Substrate	0.9286	Non-inhibitor	0.9772	Non-inhibitor	0.9573	Non-inhibitor	0.833	Non-substrate	0.8474	Non-substrate	0.6928	Non-substrate	0.8972	Non-inhibitor	0.894	Non-inhibitor	0.9549	Non-inhibitor	0.9484	Non-inhibitor	0.9437	Non-inhibitor	0.9792	Low CYP Inhibitory Promiscuity	0.7963	Non AMES toxic	0.9284	Non-carcinogens	0.7073	Not ready biodegradable	0.9948	Weak inhibitor	0.9467	Non-inhibitor	DB00168
54	1.0	True	0.959	True	0.8342	True	0.6706	Substrate	0.7603	Inhibitor	0.5346	Non-inhibitor	0.7818	Non-inhibitor	0.8384	Non-substrate	0.9116	Non-substrate	0.7302	Substrate	0.9256	Non-inhibitor	0.9071	Non-inhibitor	0.9551	Non-inhibitor	0.9026	Non-inhibitor	0.7881	Non-inhibitor	0.7093	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.921	Non-carcinogens	0.9878	Not ready biodegradable	0.773	Weak inhibitor	0.7589	Non-inhibitor	DB00169
55	1.0	True	0.8265	True	0.8641	True	0.5245	Non-substrate	0.7375	Inhibitor	0.8743	Non-inhibitor	0.8027	Non-inhibitor	0.7596	Non-substrate	0.8924	Non-substrate	0.5705	Non-substrate	0.934	Inhibitor	0.9165	Inhibitor	0.7999	Inhibitor	0.8994	Inhibitor	0.7529	Non-inhibitor	0.8612	High CYP Inhibitory Promiscuity	0.9108	AMES toxic	0.9137	Non-carcinogens	0.7581	Not ready biodegradable	0.778	Weak inhibitor	0.8734	Non-inhibitor	DB00170
56	0.8672	False	0.9035	True	0.7475	False	0.6692	Non-substrate	0.8983	Non-inhibitor	0.9763	Non-inhibitor	0.9571	Non-inhibitor	0.8379	Non-substrate	0.8363	Non-substrate	0.5673	Non-substrate	0.8908	Non-inhibitor	0.9403	Non-inhibitor	0.9005	Non-inhibitor	0.9352	Non-inhibitor	0.9375	Non-inhibitor	0.976	Low CYP Inhibitory Promiscuity	0.8933	Non AMES toxic	0.9165	Non-carcinogens	0.9645	Not ready biodegradable	0.9727	Weak inhibitor	0.8159	Non-inhibitor	DB00171
57	0.9755	True	0.9245	True	0.6216	False	0.5641	Non-substrate	0.9938	Non-inhibitor	0.9819	Non-inhibitor	0.8047	Non-inhibitor	0.8458	Non-substrate	0.7439	Non-substrate	0.7563	Non-substrate	0.9045	Non-inhibitor	0.9627	Non-inhibitor	0.9595	Non-inhibitor	0.9656	Non-inhibitor	0.992	Non-inhibitor	0.9918	Low CYP Inhibitory Promiscuity	0.8927	Non AMES toxic	0.9574	Non-carcinogens	0.9077	Ready biodegradable	0.9555	Weak inhibitor	0.9506	Non-inhibitor	DB00172
58	0.9733	True	0.9395	True	0.5225	False	0.6835	Non-substrate	0.98	Non-inhibitor	0.9805	Non-inhibitor	0.8573	Non-inhibitor	0.9144	Non-substrate	0.8966	Non-substrate	0.7957	Non-substrate	0.6459	Non-inhibitor	0.9567	Non-inhibitor	0.988	Non-inhibitor	0.9441	Non-inhibitor	0.9246	Non-inhibitor	0.9024	Low CYP Inhibitory Promiscuity	0.6746	AMES toxic	0.9197	Non-carcinogens	0.9857	Not ready biodegradable	0.9646	Weak inhibitor	0.906	Non-inhibitor	DB00173
59	0.5517	True	0.8465	True	0.8457	False	0.8088	Non-substrate	0.9513	Non-inhibitor	0.9935	Non-inhibitor	0.9753	Non-inhibitor	0.8403	Non-substrate	0.8337	Non-substrate	0.7705	Non-substrate	0.9617	Non-inhibitor	0.9717	Non-inhibitor	0.9669	Non-inhibitor	0.9763	Non-inhibitor	0.9079	Non-inhibitor	0.9922	Low CYP Inhibitory Promiscuity	0.6386	Non AMES toxic	0.8619	Non-carcinogens	0.8549	Ready biodegradable	0.9979	Weak inhibitor	0.9786	Non-inhibitor	DB00174
60	1.0	True	0.9775	True	0.5149	False	0.6079	Substrate	0.7883	Inhibitor	0.8382	Non-inhibitor	0.5325	Non-inhibitor	0.8595	Non-substrate	0.8919	Substrate	0.6723	Non-substrate	0.9107	Inhibitor	0.8949	Inhibitor	0.8932	Inhibitor	0.8994	Inhibitor	0.7959	Inhibitor	0.8481	Low CYP Inhibitory Promiscuity	0.5	Non AMES toxic	0.637	Non-carcinogens	1.0	Not ready biodegradable	0.8427	Weak inhibitor	0.7995	Inhibitor	DB00176
61	0.9956	True	0.8032	False	0.6912	False	0.685	Substrate	0.5548	Non-inhibitor	0.5966	Non-inhibitor	0.8646	Non-inhibitor	0.7722	Non-substrate	0.9116	Non-substrate	0.5073	Non-substrate	0.8707	Non-inhibitor	0.5398	Non-inhibitor	0.8816	Non-inhibitor	0.5539	Inhibitor	0.5521	Non-inhibitor	0.5618	High CYP Inhibitory Promiscuity	0.6384	Non AMES toxic	0.645	Non-carcinogens	1.0	Not ready biodegradable	0.9766	Weak inhibitor	0.7388	Non-inhibitor	DB00177
62	0.9159	True	0.8726	False	0.8491	False	0.7263	Substrate	0.7002	Non-inhibitor	0.6295	Inhibitor	0.8869	Non-inhibitor	0.8541	Non-substrate	0.8969	Non-substrate	0.5082	Non-substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.9304	Non-inhibitor	0.9025	Non-inhibitor	0.8309	Non-inhibitor	0.5691	Low CYP Inhibitory Promiscuity	0.9108	Non AMES toxic	0.9267	Non-carcinogens	0.8903	Not ready biodegradable	0.98	Weak inhibitor	0.7901	Non-inhibitor	DB00178
63	0.935	True	0.5361	False	0.6215	True	0.6654	Substrate	0.9519	Non-inhibitor	0.9144	Non-inhibitor	0.886	Non-inhibitor	0.7194	Non-substrate	0.8261	Non-substrate	0.5171	Non-substrate	0.9107	Inhibitor	0.8891	Inhibitor	0.8262	Inhibitor	0.8628	Inhibitor	0.5833	Non-inhibitor	0.5322	High CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.8614	Non-carcinogens	0.9632	Not ready biodegradable	0.9462	Weak inhibitor	0.6288	Non-inhibitor	DB00179
64	0.9865	True	0.9683	True	0.5	True	0.7912	Substrate	0.5674	Non-inhibitor	0.8383	Non-inhibitor	0.8304	Non-inhibitor	0.8679	Non-substrate	0.8856	Non-substrate	0.6964	Substrate	0.9327	Non-inhibitor	0.9394	Non-inhibitor	0.9559	Non-inhibitor	0.9311	Non-inhibitor	0.8309	Non-inhibitor	0.8806	Low CYP Inhibitory Promiscuity	0.7682	Non AMES toxic	0.9174	Non-carcinogens	1.0	Not ready biodegradable	0.9838	Weak inhibitor	0.671	Non-inhibitor	DB00180
65	0.978	True	0.9339	True	0.5668	True	0.7373	Non-substrate	0.9825	Non-inhibitor	0.9842	Non-inhibitor	0.8435	Non-inhibitor	0.8746	Non-substrate	0.8426	Non-substrate	0.7618	Non-substrate	0.9046	Non-inhibitor	0.9071	Non-inhibitor	0.736	Non-inhibitor	0.8215	Non-inhibitor	0.8309	Non-inhibitor	0.9204	Low CYP Inhibitory Promiscuity	0.8621	Non AMES toxic	0.7401	Non-carcinogens	0.7362	Not ready biodegradable	0.9478	Weak inhibitor	0.8578	Non-inhibitor	DB00181
66	0.9972	True	0.9565	True	0.8395	True	0.7379	Non-substrate	0.9519	Non-inhibitor	0.9859	Non-inhibitor	0.8002	Non-inhibitor	0.8114	Non-substrate	0.8919	Substrate	0.795	Non-substrate	0.5697	Non-inhibitor	0.9313	Non-inhibitor	0.657	Inhibitor	0.8445	Non-inhibitor	0.8709	Non-inhibitor	0.8732	Low CYP Inhibitory Promiscuity	0.93	Non AMES toxic	0.6869	Non-carcinogens	0.6575	Not ready biodegradable	0.9452	Weak inhibitor	0.9231	Non-inhibitor	DB00182
67	0.9781	True	0.8889	False	0.7803	False	0.8173	Substrate	0.5349	Inhibitor	0.8697	Non-inhibitor	0.8741	Non-inhibitor	0.7942	Non-substrate	0.7192	Non-substrate	0.5854	Substrate	0.7808	Non-inhibitor	0.6841	Non-inhibitor	0.8705	Non-inhibitor	0.6693	Non-inhibitor	0.7511	Non-inhibitor	0.7453	Low CYP Inhibitory Promiscuity	0.7568	Non AMES toxic	0.9366	Non-carcinogens	0.9946	Not ready biodegradable	0.9773	Weak inhibitor	0.5659	Inhibitor	DB00183
68	1.0	True	0.9748	True	0.8867	True	0.5	Substrate	0.8998	Non-inhibitor	0.9368	Non-inhibitor	0.6868	Inhibitor	0.7998	Non-substrate	0.8918	Substrate	0.5	Non-substrate	0.6347	Non-inhibitor	0.8433	Non-inhibitor	0.8838	Non-inhibitor	0.8543	Non-inhibitor	0.8308	Non-inhibitor	0.7589	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9626	Non-carcinogens	0.9478	Not ready biodegradable	0.8851	Weak inhibitor	0.7978	Non-inhibitor	DB00184
69	0.9899	True	0.9823	True	0.6465	True	0.7063	Substrate	0.6941	Non-inhibitor	0.9434	Non-inhibitor	0.6934	Inhibitor	0.8083	Non-substrate	0.8918	Substrate	0.5719	Substrate	0.8634	Non-inhibitor	0.9047	Non-inhibitor	0.6012	Non-inhibitor	0.7312	Non-inhibitor	0.9154	Non-inhibitor	0.7686	Low CYP Inhibitory Promiscuity	0.7969	Non AMES toxic	0.9054	Non-carcinogens	0.9942	Not ready biodegradable	0.6383	Weak inhibitor	0.8469	Non-inhibitor	DB00185
70	0.9826	True	0.9641	True	0.8867	True	0.517	Substrate	0.8866	Non-inhibitor	0.9167	Non-inhibitor	0.8812	Non-inhibitor	0.7692	Non-substrate	0.8685	Non-substrate	0.5631	Substrate	0.8262	Inhibitor	0.5063	Non-inhibitor	0.8445	Non-inhibitor	0.5065	Inhibitor	0.6563	Non-inhibitor	0.6407	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.7711	Non-carcinogens	1.0	Not ready biodegradable	0.999	Weak inhibitor	0.8734	Non-inhibitor	DB00186
71	0.7023	True	0.9645	False	0.5	True	0.6511	Substrate	0.8625	Non-inhibitor	0.7171	Non-inhibitor	0.8605	Non-inhibitor	0.8124	Non-substrate	0.663	Substrate	0.5869	Non-substrate	0.864	Non-inhibitor	0.8789	Non-inhibitor	0.8806	Non-inhibitor	0.9585	Non-inhibitor	0.8495	Non-inhibitor	0.9761	Low CYP Inhibitory Promiscuity	0.9066	Non AMES toxic	0.9519	Non-carcinogens	0.6493	Not ready biodegradable	0.9556	Weak inhibitor	0.774	Non-inhibitor	DB00187
72	0.6935	False	0.6533	False	0.6576	False	0.5909	Substrate	0.785	Non-inhibitor	1.0	Non-inhibitor	0.9445	Non-inhibitor	0.7145	Non-substrate	0.8918	Substrate	0.5209	Non-substrate	0.855	Non-inhibitor	0.8267	Non-inhibitor	0.9304	Non-inhibitor	0.8108	Non-inhibitor	0.7308	Non-inhibitor	0.9604	Low CYP Inhibitory Promiscuity	0.7439	Non AMES toxic	0.8064	Non-carcinogens	0.9943	Not ready biodegradable	0.9936	Weak inhibitor	0.8593	Non-inhibitor	DB00188
73	0.9965	True	0.9685	True	0.646	True	0.743	Non-substrate	0.9023	Non-inhibitor	0.9672	Non-inhibitor	0.9589	Non-inhibitor	0.7267	Non-substrate	0.9	Non-substrate	0.6176	Non-substrate	0.5224	Non-inhibitor	0.6241	Non-inhibitor	0.9316	Non-inhibitor	0.5539	Inhibitor	0.7814	Non-inhibitor	0.7382	Low CYP Inhibitory Promiscuity	0.867	AMES toxic	0.8102	Carcinogens 	0.9614	Not ready biodegradable	0.9406	Weak inhibitor	0.9289	Non-inhibitor	DB00189
74	0.8638	True	0.9659	False	0.7517	False	0.5584	Substrate	0.9619	Non-inhibitor	0.9952	Non-inhibitor	0.9484	Non-inhibitor	0.7843	Non-substrate	0.8017	Non-substrate	0.6267	Non-substrate	0.9106	Inhibitor	0.9071	Non-inhibitor	0.9231	Non-inhibitor	0.9025	Non-inhibitor	0.8308	Non-inhibitor	0.9615	Low CYP Inhibitory Promiscuity	0.9107	AMES toxic	0.7848	Non-carcinogens	0.9741	Not ready biodegradable	0.9868	Weak inhibitor	0.9413	Non-inhibitor	DB00190
75	0.9964	True	0.959	True	0.7688	True	0.6477	Non-substrate	0.934	Non-inhibitor	0.9801	Non-inhibitor	0.8236	Non-inhibitor	0.8411	Non-substrate	0.7204	Substrate	0.6493	Non-substrate	0.7962	Non-inhibitor	0.8861	Non-inhibitor	0.7825	Inhibitor	0.8996	Non-inhibitor	0.7348	Non-inhibitor	0.8782	Low CYP Inhibitory Promiscuity	0.9681	Non AMES toxic	0.6949	Non-carcinogens	0.9303	Not ready biodegradable	0.9867	Weak inhibitor	0.8734	Non-inhibitor	DB00191
76	0.9955	True	0.994	True	0.5527	True	0.7322	Substrate	0.7405	Non-inhibitor	0.8525	Non-inhibitor	0.6101	Non-inhibitor	0.8006	Non-substrate	0.6619	Non-substrate	0.5911	Substrate	0.5715	Inhibitor	0.6947	Non-inhibitor	0.6213	Non-inhibitor	0.5978	Inhibitor	0.5383	Non-inhibitor	0.6169	High CYP Inhibitory Promiscuity	0.822	Non AMES toxic	0.8477	Non-carcinogens	0.9814	Not ready biodegradable	0.9977	Weak inhibitor	0.6032	Inhibitor	DB00192
77	0.9924	True	0.9382	True	0.8866	True	0.6283	Substrate	0.7807	Inhibitor	0.9589	Inhibitor	0.6398	Non-inhibitor	0.7678	Non-substrate	0.8919	Substrate	0.7726	Substrate	0.7136	Non-inhibitor	0.704	Non-inhibitor	0.6566	Inhibitor	0.6841	Non-inhibitor	0.6256	Non-inhibitor	0.7832	Low CYP Inhibitory Promiscuity	0.7899	Non AMES toxic	0.6663	Non-carcinogens	0.9975	Not ready biodegradable	0.6136	Weak inhibitor	0.7098	Inhibitor	DB00193
78	0.9227	True	0.9383	True	0.8957	False	0.7026	Non-substrate	0.966	Non-inhibitor	0.9533	Non-inhibitor	0.9444	Non-inhibitor	0.8639	Non-substrate	0.8349	Non-substrate	0.5866	Non-substrate	0.9667	Non-inhibitor	0.9595	Non-inhibitor	0.977	Non-inhibitor	0.9514	Non-inhibitor	0.962	Non-inhibitor	0.9701	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9182	Non-carcinogens	0.9738	Not ready biodegradable	0.989	Weak inhibitor	0.9102	Non-inhibitor	DB00194
79	0.9903	True	0.8906	False	0.8866	True	0.7683	Substrate	0.7967	Non-inhibitor	0.8547	Non-inhibitor	0.8206	Non-inhibitor	0.8106	Non-substrate	0.8918	Substrate	0.7221	Non-substrate	0.8972	Inhibitor	0.5241	Inhibitor	0.9231	Non-inhibitor	0.9249	Non-inhibitor	0.9647	Non-inhibitor	0.9741	Low CYP Inhibitory Promiscuity	0.8765	Non AMES toxic	0.9304	Non-carcinogens	0.9395	Not ready biodegradable	0.7663	Weak inhibitor	0.7498	Non-inhibitor	DB00195
80	0.9894	True	0.9382	True	0.8867	True	0.6008	Non-substrate	0.8782	Non-inhibitor	0.9004	Non-inhibitor	0.6461	Non-inhibitor	0.7898	Non-substrate	0.9116	Non-substrate	0.565	Non-substrate	0.6312	Non-inhibitor	0.5497	Non-inhibitor	0.809	Non-inhibitor	0.532	Inhibitor	0.8196	Non-inhibitor	0.524	Low CYP Inhibitory Promiscuity	0.548	Non AMES toxic	0.7298	Non-carcinogens	1.0	Not ready biodegradable	0.8229	Weak inhibitor	0.6614	Non-inhibitor	DB00196
81	0.868	True	0.8183	True	0.6915	False	0.7514	Substrate	0.7854	Non-inhibitor	0.7015	Non-inhibitor	0.861	Non-inhibitor	0.8329	Non-substrate	0.8919	Substrate	0.7408	Substrate	0.5726	Non-inhibitor	0.6843	Non-inhibitor	0.9266	Non-inhibitor	0.6359	Non-inhibitor	0.5517	Non-inhibitor	0.5121	Low CYP Inhibitory Promiscuity	0.584	Non AMES toxic	0.9211	Non-carcinogens	0.9881	Not ready biodegradable	0.9911	Weak inhibitor	0.6643	Non-inhibitor	DB00197
82	0.9156	True	0.9535	False	0.702	False	0.5919	Substrate	0.5415	Non-inhibitor	0.9771	Non-inhibitor	0.9429	Non-inhibitor	0.9083	Non-substrate	0.8276	Non-substrate	0.5283	Substrate	0.8367	Non-inhibitor	0.8774	Non-inhibitor	0.9174	Non-inhibitor	0.6677	Non-inhibitor	0.8364	Non-inhibitor	0.8682	Low CYP Inhibitory Promiscuity	0.6907	Non AMES toxic	0.8863	Non-carcinogens	0.6191	Not ready biodegradable	0.9826	Weak inhibitor	0.9464	Non-inhibitor	DB00198
83	0.5114	True	0.9889	False	0.8957	False	0.8098	Substrate	0.8564	Inhibitor	0.5963	Non-inhibitor	0.9222	Non-inhibitor	0.7898	Non-substrate	0.9225	Non-substrate	0.6528	Substrate	0.9045	Non-inhibitor	0.907	Non-inhibitor	0.923	Non-inhibitor	0.9074	Non-inhibitor	0.5744	Non-inhibitor	0.9391	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9335	Non-carcinogens	1.0	Not ready biodegradable	0.9902	Weak inhibitor	0.8956	Non-inhibitor	DB00199
84	0.6922	True	0.712	False	0.6447	False	0.8579	Substrate	0.6643	Non-inhibitor	0.5	Inhibitor	0.9054	Non-inhibitor	0.8081	Non-substrate	0.8083	Non-substrate	0.6458	Substrate	0.8778	Non-inhibitor	0.8836	Non-inhibitor	0.8717	Non-inhibitor	0.709	Non-inhibitor	0.5841	Inhibitor	0.8028	Low CYP Inhibitory Promiscuity	0.5675	Non AMES toxic	0.7831	Non-carcinogens	0.9729	Not ready biodegradable	0.8966	Weak inhibitor	0.6952	Non-inhibitor	DB00200
85	0.9974	True	0.9935	True	0.633	True	0.7572	Non-substrate	0.8086	Non-inhibitor	0.8471	Non-inhibitor	0.8872	Non-inhibitor	0.7484	Non-substrate	0.5869	Non-substrate	0.5305	Non-substrate	0.9046	Non-inhibitor	0.9906	Non-inhibitor	0.9836	Non-inhibitor	0.9927	Non-inhibitor	0.9618	Non-inhibitor	0.9924	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9359	Non-carcinogens	0.6696	Ready biodegradable	0.8925	Weak inhibitor	0.8702	Non-inhibitor	DB00201
86	0.9962	False	0.7717	True	0.5871	True	0.5916	Substrate	0.9036	Non-inhibitor	0.8503	Non-inhibitor	0.7974	Non-inhibitor	0.8434	Non-substrate	0.8173	Non-substrate	0.5158	Non-substrate	0.936	Non-inhibitor	0.9381	Non-inhibitor	0.9278	Non-inhibitor	0.9142	Non-inhibitor	0.9281	Non-inhibitor	0.9831	Low CYP Inhibitory Promiscuity	0.8556	Non AMES toxic	0.5298	Carcinogens 	0.7156	Ready biodegradable	0.9012	Weak inhibitor	0.8418	Non-inhibitor	DB00202
87	1.0	True	0.6461	True	0.7078	True	0.7753	Substrate	0.672	Inhibitor	0.8877	Inhibitor	0.648	Non-inhibitor	0.6553	Non-substrate	0.8918	Substrate	0.7254	Substrate	0.823	Non-inhibitor	0.6864	Inhibitor	0.8394	Non-inhibitor	0.8222	Non-inhibitor	0.849	Inhibitor	0.5839	High CYP Inhibitory Promiscuity	0.5683	Non AMES toxic	0.6658	Non-carcinogens	0.7641	Not ready biodegradable	0.8664	Weak inhibitor	0.7602	Inhibitor	DB00203
88	0.9924	True	0.9179	True	0.6257	False	0.6018	Substrate	0.6848	Inhibitor	0.7391	Non-inhibitor	0.7308	Non-inhibitor	0.7572	Non-substrate	0.9116	Non-substrate	0.6699	Substrate	0.6359	Non-inhibitor	0.5189	Non-inhibitor	0.7709	Non-inhibitor	0.544	Inhibitor	0.7715	Non-inhibitor	0.6823	High CYP Inhibitory Promiscuity	0.6193	Non AMES toxic	0.6038	Non-carcinogens	1.0	Not ready biodegradable	0.8119	Strong inhibitor	0.8258	Inhibitor	DB00204
89	0.9973	True	0.9383	True	0.6217	True	0.5822	Non-substrate	0.8643	Non-inhibitor	0.9045	Non-inhibitor	0.7451	Non-inhibitor	0.8103	Non-substrate	0.9116	Non-substrate	0.6582	Non-substrate	0.9107	Inhibitor	0.9071	Non-inhibitor	0.8932	Inhibitor	0.9026	Non-inhibitor	0.7586	Non-inhibitor	0.6667	High CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.8016	Non-carcinogens	1.0	Not ready biodegradable	0.9337	Weak inhibitor	0.8586	Non-inhibitor	DB00205
90	0.9216	True	0.9257	True	0.6549	True	0.7928	Substrate	0.8563	Inhibitor	0.75	Non-inhibitor	0.5194	Inhibitor	0.8859	Non-substrate	0.9116	Non-substrate	0.7065	Substrate	0.8965	Inhibitor	0.9071	Non-inhibitor	0.9384	Non-inhibitor	0.9025	Non-inhibitor	0.831	Non-inhibitor	0.7062	Low CYP Inhibitory Promiscuity	0.9132	Non AMES toxic	0.9439	Non-carcinogens	1.0	Not ready biodegradable	0.7505	Weak inhibitor	0.6194	Non-inhibitor	DB00206
91	0.5518	False	0.9739	False	0.7578	False	0.8765	Substrate	0.8513	Inhibitor	0.8893	Non-inhibitor	0.8753	Non-inhibitor	0.8373	Non-substrate	0.9116	Non-substrate	0.6403	Substrate	0.9295	Non-inhibitor	0.9021	Non-inhibitor	0.8904	Non-inhibitor	0.9023	Non-inhibitor	0.9533	Non-inhibitor	0.9751	Low CYP Inhibitory Promiscuity	0.9133	Non AMES toxic	0.9397	Non-carcinogens	0.9673	Not ready biodegradable	0.9929	Weak inhibitor	0.8555	Non-inhibitor	DB00207
92	0.9902	True	0.9906	True	0.6062	True	0.6111	Substrate	0.8	Inhibitor	0.8513	Inhibitor	0.8152	Inhibitor	0.8234	Non-substrate	0.9115	Non-substrate	0.5155	Non-substrate	0.9107	Inhibitor	0.907	Non-inhibitor	0.9209	Inhibitor	0.8994	Inhibitor	0.8808	Non-inhibitor	0.9666	High CYP Inhibitory Promiscuity	0.6773	Non AMES toxic	0.9414	Non-carcinogens	0.9959	Not ready biodegradable	0.6392	Strong inhibitor	0.6333	Inhibitor	DB00208
93	0.9469	False	0.9418	True	0.6042	True	0.6431	Substrate	0.7783	Non-inhibitor	0.9759	Non-inhibitor	0.7234	Inhibitor	0.818	Non-substrate	0.774	Non-substrate	0.5716	Substrate	0.9005	Non-inhibitor	0.89	Non-inhibitor	0.7317	Non-inhibitor	0.9147	Non-inhibitor	0.8121	Non-inhibitor	0.9567	Low CYP Inhibitory Promiscuity	0.8238	Non AMES toxic	0.9458	Non-carcinogens	0.8128	Not ready biodegradable	0.9135	Weak inhibitor	0.6933	Non-inhibitor	DB00209
94	1.0	True	0.7061	True	0.8439	True	0.5408	Non-substrate	0.8074	Non-inhibitor	0.5	Inhibitor	0.8646	Non-inhibitor	0.7171	Non-substrate	0.8925	Non-substrate	0.5116	Non-substrate	0.7812	Non-inhibitor	0.7758	Inhibitor	0.9466	Non-inhibitor	0.653	Non-inhibitor	0.8246	Non-inhibitor	0.8509	Low CYP Inhibitory Promiscuity	0.8575	Non AMES toxic	0.8707	Non-carcinogens	0.9715	Not ready biodegradable	0.9774	Weak inhibitor	0.8855	Non-inhibitor	DB00210
