OID,Drug Name,SMILES,molecular_weight,logP,pKa,solubility
641,prucalopride,COCCCN1CCC(CC1)NC(=O)C2=CC(=C(C3=C2OCC3)N)Cl,367.8744 g/mol,,,
642,fluphenazine,C1CN(CCN1CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO,437.527 g/mol,,,
643,olmesartan,CCCC1=NC(=C(N1CC2=CC=C(C=C2)C3=CC=CC=C3C4=NNN=N4)C(=O)O)C(C)(C)O,558.59 g/mol,,,
644,azelastine,CN1CCCC(CC1)N2C(=O)C3=CC=CC=C3C(=N2)CC4=CC=C(C=C4)Cl,381.905 g/mol,,,
645,peramivir,CCC(CC)[C@@H]([C@H]1[C@@H](C[C@@H]([C@H]1O)C(=O)O)N=C(N)N)NC(=O)C,382.45 g/mol,,,
646,esketamine,CN[C@@]1(CCCCC1=O)C2=CC=CC=C2Cl,237.728 g/mol,,,
647,rivaroxaban,C1COCC(=O)N1C2=CC=C(C=C2)N3C[C@@H](OC3=O)CNC(=O)C4=CC=C(S4)Cl,435.8862 g/mol,,,
648,iomeprol,CN(C1=C(C(=C(C(=C1I)C(=O)NCC(CO)O)I)C(=O)NCC(CO)O)I)C(=O)CO,777.09 g/mol,,,
649,azithromycin,CC[C@@H]1[C@@]([C@@H]([C@H](N(C[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)C)O)(C)O,748.989 g/mol,,8.1,100
650,desirudin,CC[C@H](C)[C@H]1C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@H]2C(=O)NCC(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@@H](CSSC[C@@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N2)C(C)C)CC(=O)N)CO)CCC(=O)O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]3CSSC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)NCC(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N3)CC(C)C)CC(=O)N)CCC(=O)N)CO)CCC(=O)O)[C@@H](C)O)NC(=O)[C@H](CC(=O)O)NC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CC4=CC=C(C=C4)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)N)C(=O)N1)CCCCN)CC(=O)N)CCC(=O)N)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H]([C@@H](C)O)C(=O)NCC(=O)N[C@@H](CCC(=O)O)C(=O)NCC(=O)N[C@@H]([C@@H](C)O)C(=O)N5CCC[C@H]5C(=O)N[C@@H](CCCCN)C(=O)N6CCC[C@H]6C(=O)N[C@@H](CCC(=O)N)C(=O)N[C@@H](CO)C(=O)N[C@@H](CC7=CN=CN7)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@@H](CC(=O)O)C(=O)NCC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CC8=CC=CC=C8)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H]([C@@H](C)CC)C(=O)N9CCC[C@H]9C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)O)CCC(=O)N)CC(=O)N)CCCCN)CCC(=O)O)CC(=O)O)CO)CC(C)C,6963.48 g/mol,,,
651,zaleplon,CCN(C1=CC=CC(=C1)C2=CC=NC3=C(C=NN23)C#N)C(=O)C,305.34 g/mol,1.3,,
654,dalbavancin,CC(C)CCCCCCCCC(=O)N[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1OC2=C3C=C4C=C2OC5=C(C=C(C=C5)[C@H]([C@H]6C(=O)NC(C7=C(C(=CC(=C7)O)O[C@@H]8[C@H]([C@H]([C@@H]([C@H](O8)CO)O)O)O)C9=C(C=CC(=C9)[C@H](C(=O)N6)NC(=O)[C@@H]4NC(=O)[C@@H]1C2=C(C(=CC(=C2)OC2=C(C=CC(=C2)[C@H](C(=O)N[C@H](CC2=CC=C(O3)C=C2)C(=O)N1)NC)O)O)Cl)O)C(=O)NCCCN(C)C)O)Cl)C(=O)O)O)O,1816.71 g/mol,,,
655,axitinib,CNC(=O)C1=CC=CC=C1SC2=CC3=C(C=C2)C(=NN3)/C=C/C4=CC=CC=N4,386.4772 g/mol,3.5,4.8,0.0002
656,nafithromycin,CC[C@@H]1[C@@]2([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H](C(=O)[C@H](C(=O)O1)C)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)OC)C)C)[C@@H](C(=O)O2)/C(=N/O[C@@H](C)C4=NN=C(S4)C5=CC=CC=N5)/N)C,859.0488 g/mol,,,
657,rucaparib,CNCC1=CC=C(C=C1)C2=C3CCNC(=O)C4=C3C(=CC(=C4)F)N2,323.3692 g/mol,,,1.7
658,N-desmethylimatinib,CC1=C(C=C(C=C1)NC(=O)C2=CC=C(C=C2)CN3CCNCC3)NC4=NC=CC(=N4)C5=CN=CC=C5,479.6 g/mol,,,
659,tapentadol,CC[C@@H](C1=CC(=CC=C1)O)[C@@H](C)CN(C)C,221.34 (free base) g/mol,2.87,9.34,
660,galantamine,CN1CC[C@@]23C=C[C@@H](C[C@@H]2OC4=C(C=CC(=C34)C1)OC)O,287.357 g/mol,,,
661,erythromycylamine,CC[C@@H]1[C@@]([C@@H]([C@H]([C@H]([C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)N)C)O)(C)O,735.0 g/mol,,,
662,ambrisentan,CC1=CC(=NC(=N1)O[C@H](C(=O)O)C(C2=CC=CC=C2)(C3=CC=CC=C3)OC)C,378.42 g/mol,,,
663,deferiprone,CC1=C(C(=O)C=CN1C)O,139.15 g/mol,0.23,3.23,
665,oxycodone,CN1CC[C@]23[C@@H]4C(=O)CC[C@]2([C@H]1CC5=C3C(=C(C=C5)OC)O4)O,315.367 g/mol,0.7,8.53,154.8
666,vilaprisan,C[C@]12C[C@@H](C3=C4CCC(=O)C=C4CC[C@H]3[C@@H]1CC[C@]2(C(C(F)(F)F)(F)F)O)C5=CC=C(C=C5)S(=O)(=O)C,544.5781 g/mol,,,0.0005
668,pemetrexed,C1=CC(=CC=C1CCC2=CNC3=C2C(=O)NC(=N3)N)C(=O)N[C@@H](CCC(=O)O)C(=O)O,597.49 g/mol,,,
669,DNDI-VL-2098,C[C@@]1(CN2C=C(N=C2O1)[N+](=O)[O-])COC3=CC=C(C=C3)OC(F)(F)F,359.26 g/mol,,,
670,carfilzomib,CC(C)C[C@@H](C(=O)[C@]1(CO1)C)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](CCC3=CC=CC=C3)NC(=O)CN4CCOCC4,719.9183 g/mol,,,0.0055
671,rolapitant,C[C@H](C1=CC(=CC(=C1)C(F)(F)F)C(F)(F)F)OC[C@]2(CC[C@]3(CCC(=O)N3)CN2)C4=CC=CC=C4,500.48 g/mol,,,
672,erythromycin,CC[C@@H]1[C@@]([C@@H]([C@H](C(=O)[C@@H](C[C@@]([C@@H]([C@H]([C@@H]([C@H](C(=O)O1)C)O[C@H]2C[C@@]([C@H]([C@@H](O2)C)O)(C)OC)C)O[C@H]3[C@@H]([C@H](C[C@H](O3)C)N(C)C)O)(C)O)C)C)O)(C)O,733.93 g/mol,,,0.55
676,pindolol,CC(C)NCC(COC1=CC=CC2=C1C=CN2)O,248.32 g/mol,,,
677,amiodarone,CCCCC1=C(C2=CC=CC=C2O1)C(=O)C3=CC(=C(C(=C3)I)OCCN(CC)CC)I,645.31 g/mol,,,
678,felodipine,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C,384.257 g/mol,,5.07,
680,alprazolam,CC1=NN=C2N1C3=C(C=C(C=C3)Cl)C(=NC2)C4=CC=CC=C4,308.771 g/mol,,,
681,mefloquine,C1CCNC(C1)C(C2=CC(=NC3=C2C=CC=C3C(F)(F)F)C(F)(F)F)O,378.31 g/mol,,,
682,imipenem,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCN=CN)O,299.3493 g/mol,,,
684,alprenolol,CC(C)NCC(COC1=CC=CC=C1CC=C)O,249.352 g/mol,,,
686,methadone,CCC(=O)C(CC(C)N(C)C)(C1=CC=CC=C1)C2=CC=CC=C2,309.45 g/mol,,9.2,
688,chloroquine,CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC=C1)Cl,319.877 g/mol,,,
690,temocillin,CC1([C@@H](N2[C@H](S1)[C@@](C2=O)(NC(=O)C(C3=CSC=C3)C(=O)O)OC)C(=O)O)C,414.4572 g/mol,,,
691,pentazocine,C[C@H]1[C@H]2CC3=C([C@@]1(CCN2CC=C(C)C)C)C=C(C=C3)O,285.4283 g/mol,3.31,8.5,
692,cephalexin,CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)[C@@H](C3=CC=CC=C3)N)SC1)C(=O)O,347.393 g/mol,,,
693,nizatidine,CN/C(=C\[N+](=O)[O-])/NCCSCC1=CSC(=N1)CN(C)C,331.463 g/mol,,,
695,cefotetan,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@](C3=O)(NC(=O)C4SC(=C(C(=O)N)C(=O)O)S4)OC)SC2)C(=O)O,575.6263 g/mol,,,
696,piperacillin,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=CC=C2)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,517.56 g/mol,,,
697,sulfinpyrazone,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4,404.5 g/mol,2.3,3.25,0.0312
698,flucloxacillin,CC1=C(C(=NO1)C2=C(C=CC=C2Cl)F)C(=O)N[C@H]3[C@@H]4N(C3=O)[C@H](C(S4)(C)C)C(=O)O,453.8763 g/mol,,,
703,gestodene,CC[C@]12CC[C@H]3[C@H]([C@@H]1C=C[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34,310.4 g/mol,,,
704,prazosin,COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4=CC=CO4)N)OC,383.406 g/mol,,,
705,amitriptyline,CN(C)CCC=C1C2=CC=CC=C2CCC3=CC=CC=C31,277.409 g/mol,,,
706,procainamide,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N,235.329 g/mol,,,
707,carumonam,C1=C(N=C(S1)N)/C(=N/OCC(=O)O)/C(=O)N[C@H]2[C@H](N(C2=O)S(=O)(=O)O)COC(=O)N,466.4066 g/mol,,,
708,methylphenidate,COC(=O)C(C1CCCCN1)C2=CC=CC=C2,233.309 g/mol,,,
709,esmolol,CC(C)NCC(COC1=CC=C(C=C1)CCC(=O)OC)O,295.37 g/mol,,,
710,piroxicam,CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3,331.3 g/mol,,,
711,etoposide,C[C@@H]1OC[C@@H]2[C@@H](O1)[C@@H]([C@H]([C@@H](O2)O[C@H]3[C@H]4COC(=O)[C@@H]4[C@@H](C5=CC6=C(C=C35)OCO6)C7=CC(=C(C(=C7)OC)O)OC)O)O,588.559 g/mol,,,
713,chlormethiazole,CC1=C(SC=N1)CCCl,161.6552 g/mol,,,
715,codeine,CN1CC[C@]23[C@@H]4[C@H]1CC5=C2C(=C(C=C5)OC)O[C@H]3[C@H](C=C4)O,299.368 g/mol,,,
716,aztreonam,C[C@H]1[C@@H](C(=O)N1S(=O)(=O)O)NC(=O)/C(=N\OC(C)(C)C(=O)O)/C2=CSC(=N2)N,435.44 g/mol,,,
718,trimipramine,CC(CN1C2=CC=CC=C2CCC3=CC=CC=C31)CN(C)C,294.4394 g/mol,,,0.055
719,norfloxacin,CCN1C=C(C(=O)C2=CC(=C(C=C21)N3CCNCC3)F)C(=O)O,319.334 g/mol,-1.03,6.34,0.055
721,isotretinoin (13-cis-retinoic acid),CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C\C(=O)O)/C)/C,300.44 g/mol,,,
723,probenecid,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,285.36 g/mol,,,0.06
724,phenacetin,CCOC1=CC=C(C=C1)NC(=O)C,179.22 g/mol,,,
725,fluvoxamine,COCCCC/C(=N\OCCN)/C1=CC=C(C=C1)C(F)(F)F,318.337 g/mol,3.38,9.16,0.06
728,warfarin,CC(=O)CC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O,308.331 g/mol,,5.1,
729,diphenhydramine,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2,255.36 g/mol,,,
733,lovastatin (lactone),CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@@H]3C[C@H](CC(=O)O3)O)C,404.543 g/mol,4.08,13.49,
734,oxprenolol,CC(C)NCC(COC1=CC=CC=C1OCC=C)O,265.351 g/mol,,,
736,phenobarbital,CCC1(C(=O)NC(=O)NC1=O)C2=CC=CC=C2,232.2 g/mol,,,
737,flecainide,C1CCNC(C1)CNC(=O)C2=C(C=CC(=C2)OCC(F)(F)F)OCC(F)(F)F,414.344 g/mol,,,
738,ticlopidine,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl,263.791 g/mol,2.9,,
739,felbamate,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,238.242 g/mol,,,
740,cefotaxime,CC(=O)OCC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\OC)/C3=CSC(=N3)N)SC1)C(=O)O,455.47 g/mol,,,
741,metronidazole,CC1=NC=C(N1CCO)[N+](=O)[O-],171.155 g/mol,,,
742,cyclosporine,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,1202.62 g/mol,,,
744,tretinoin (all-trans-retinoic acid),CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C,300.44 g/mol,,,
746,amiloride,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N,229.63 g/mol,,,
747,oseltamivir,CCC(CC)O[C@@H]1C=C(C[C@@H]([C@H]1NC(=O)C)N)C(=O)OCC,312.407 g/mol,,,
748,triclabendazole sulfone,CS(=O)(=O)C1=NC2=CC(=C(C=C2N1)Cl)OC3=C(C(=CC=C3)Cl)Cl,391.7 g/mol,,,
749,tivozanib,CC1=CC(=NO1)NC(=O)NC2=C(C=C(C=C2)OC3=C4C=C(C(=CC4=NC=C3)OC)OC)Cl,454.8681 g/mol,4.09,5.9,0.09
750,benperidol,C1CN(CCC1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F,381.449 g/mol,,,
752,regorafenib N-oxide (M2),CNC(=O)C1=[N+](C=CC(=C1)OC2=CC(=C(C=C2)NC(=O)NC3=CC(=C(C=C3)Cl)C(F)(F)F)F)[O-],498.8 g/mol,,,
754,bortezomib,B([C@H](CC(C)C)NC(=O)[C@H](CC1=CC=CC=C1)NC(=O)C2=NC=CN=C2)(O)O,384.241 g/mol,,,
755,paynantheine,CO/C=C(\[C@H]1C[C@H]2C3=C(CCN2C[C@@H]1C=C)C4=C(N3)C=CC=C4OC)/C(=O)OC,396.4794 g/mol,,,
756,cefdinir,C=CC1=C(N2[C@@H]([C@@H](C2=O)NC(=O)/C(=N\O)/C3=CSC(=N3)N)SC1)C(=O)O,395.419 g/mol,,,
757,zanamivir,CC(=O)N[C@@H]1[C@H](C=C(O[C@H]1[C@@H]([C@@H](CO)O)O)C(=O)O)N=C(N)N,332.31 g/mol,,,
758,apinocaltamide,C1CC1(C2=CC=C(C=C2)CC(=O)NC3=NN(C=C3)CC4=NC=C(C=C4)C#N)C(F)(F)F,425.4 g/mol,,,
759,darifenacin,C1CN(C[C@@H]1C(C2=CC=CC=C2)(C3=CC=CC=C3)C(=O)N)CCC4=CC5=C(C=C4)OCC5,426.557 g/mol,,,
760,lansoprazole,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F,369.366 g/mol,2.8,1.1,
762,dipyridamole,C1CCN(CC1)C2=NC(=NC3=C2N=C(N=C3N4CCCCC4)N(CCO)CCO)N(CCO)CCO,504.632 g/mol,,,
763,daridorexant,CC1=C(C=CC2=C1N=C(N2)[C@@]3(CCCN3C(=O)C4=C(C=CC(=C4)OC)N5N=CC=N5)C)Cl,450.9207 g/mol,3.9,,
764,rizatriptan,CN(C)CCC1=CNC2=C1C=C(C=C2)CN3C=NC=N3,269.35 g/mol,,,
765,alectinib,CCC1=CC2=C(C=C1N3CCC(CC3)N4CCOCC4)C(C5=C(C2=O)C6=C(N5)C=C(C=C6)C#N)(C)C,482.62 g/mol,,,
766,blonanserin,CCN1CCN(CC1)C2=NC3=C(CCCCCC3)C(=C2)C4=CC=C(C=C4)F,367.509 g/mol,,,
768,brecanavir,CC1=NC(=CS1)COC2=CC=C(C=C2)C[C@@H]([C@@H](CN(CC(C)C)S(=O)(=O)C3=CC4=C(C=C3)OCO4)O)NC(=O)O[C@H]5CO[C@@H]6[C@H]5CCO6,703.83 g/mol,,,
769,fexinidazole,CN1C(=CN=C1COC2=CC=C(C=C2)SC)[N+](=O)[O-],279.3187 g/mol,,1.8,0.55
770,donepezil,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC,379.497 g/mol,,,
771,3-carboxy-4-methyl-5-propyl-2-furanpropionate,CCCC1=C(C(=C(O1)CCC(=O)O)C(=O)O)C,240.25 g/mol,,,
772,(R)-bicalutamide,C[C@](CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O,430.37 g/mol,,,
773,lomitapide,C1CN(CCC1NC(=O)C2=CC=CC=C2C3=CC=C(C=C3)C(F)(F)F)CCCCC4(C5=CC=CC=C5C6=CC=CC=C64)C(=O)NCC(F)(F)F,693.7283 g/mol,8.6,8.2,21.5
774,lorcaserin,C[C@H]1CNCCC2=C1C=C(C=C2)Cl,195.6916 g/mol,2.56,9.53,418
775,polymyxin B,CCC(C)CCCCC(=O)N[C@@H](CCN)C(=O)N[C@@H]([C@@H](C)O)C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CCN)CC2=CC=CC=C2)CC(C)C)CCN)CCN)[C@@H](C)O,2392.9516 g/mol,,,
776,lapatinib,CS(=O)(=O)CCNCC1=CC=C(O1)C2=CC3=C(C=C2)N=CN=C3NC4=CC(=C(C=C4)OCC5=CC(=CC=C5)F)Cl,581.065 g/mol,5.1,3.8,
780,baloxavir,C1COC[C@@H]2N1C(=O)C3=C(C(=O)C=CN3N2[C@H]4C5=C(CSC6=CC=CC=C46)C(=C(C=C5)F)F)O,483.5 g/mol,,,
781,ledipasvir,CC(C)[C@@H](C(=O)N1CC2(CC2)C[C@H]1C3=NC=C(N3)C4=CC5=C(C=C4)C6=C(C5(F)F)C=C(C=C6)C7=CC8=C(C=C7)N=C(N8)[C@@H]9[C@H]1CC[C@H](C1)N9C(=O)[C@H](C(C)C)NC(=O)OC)NC(=O)OC,889.0116 g/mol,7.4,4,
782,tiotropium,C[N+]1([C@@H]2CC(C[C@H]1[C@H]3[C@@H]2O3)OC(=O)C(C4=CC=CS4)(C5=CC=CS5)O)C,392.5178 g/mol,,,
783,tafamidis,C1=CC2=C(C=C1C(=O)O)OC(=N2)C3=CC(=CC(=C3)Cl)Cl,308.1193 g/mol,,,
784,sulfamethoxazole,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,253.281 g/mol,0.795,1.6,0.0055
785,olanzapine,CC1=CC2=C(S1)NC3=CC=CC=C3N=C2N4CCN(CC4)C,312.44 g/mol,,4.69,0.0046
786,alisporivir,CC[C@H]1C(=O)N([C@@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)C(C)C)CC)C)C,1216.6507 g/mol,,,
787,amphotericin B,C[C@H]1/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H](C[C@H]2[C@@H]([C@H](C[C@](O2)(C[C@H](C[C@H]([C@@H](CC[C@H](C[C@H](CC(=O)O[C@H]([C@@H]([C@@H]1O)C)C)O)O)O)O)O)O)O)C(=O)O)O[C@H]3[C@H]([C@H]([C@@H]([C@H](O3)C)O)N)O,924.084 g/mol,,,
788,tolcapone,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],273.243 g/mol,,,
789,leniolisib,CCC(=O)N1CC[C@@H](C1)NC2=NC=NC3=C2CN(CC3)C4=CC(=C(N=C4)OC)C(F)(F)F,450.4625 g/mol,2.5,,
790,vaborbactam,B1([C@H](CC[C@H](O1)CC(=O)O)NC(=O)CC2=CC=CS2)O,297.14 g/mol,,,
791,tanespimycin,C[C@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@@H]([C@H](/C=C\C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC,585.6937 g/mol,,,
792,vonoprazan,CNCC1=CN(C(=C1)C2=CC=CC=C2F)S(=O)(=O)C3=CN=CC=C3,345.40 g/mol,2.74,9.3,0.55
793,AFN-1252,CC1=C(OC2=CC=CC=C12)CN(C)C(=O)/C=C/C3=CC4=C(NC(=O)CC4)N=C3,375.4259 g/mol,,,
794,istradefylline,CCN1C2=C(C(=O)N(C1=O)CC)N(C(=N2)/C=C/C3=CC(=C(C=C3)OC)OC)C,384.4336 g/mol,2.5,7.8,0.0006
795,mavacamten,C[C@@H](C1=CC=CC=C1)NC2=CC(=O)N(C(=O)N2)C(C)C,273.3341 g/mol,,,0.0055
796,(R)-cetirizine (levocetirizine),C1CN(CCN1CCOCC(=O)O)[C@H](C2=CC=CC=C2)C3=CC=C(C=C3)Cl,388.892 g/mol,,,
797,paroxetine,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4,329.369 g/mol,2.53,9.51,
798,selegiline,C[C@H](CC1=CC=CC=C1)N(C)CC#C,187.28 g/mol,2.7,7.44,3.8
799,pibrentasvir,C[C@H]([C@@H](C(=O)N1CCC[C@H]1C2=NC3=C(N2)C=C(C(=C3)F)[C@H]4CC[C@@H](N4C5=CC(=C(C(=C5)F)N6CCC(CC6)C7=CC=C(C=C7)F)F)C8=CC9=C(C=C8F)N=C(N9)[C@@H]1CCCN1C(=O)[C@H]([C@@H](C)OC)NC(=O)OC)NC(=O)OC)OC,1113.18 g/mol,,,0.0055
800,pomalidomide,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,273.2469 g/mol,,,
801,suvorexant,C[C@@H]1CCN(CCN1C(=O)C2=C(C=CC(=C2)C)N3N=CC=N3)C4=NC5=C(O4)C=CC(=C5)Cl,450.9277 g/mol,,,
802,moxidectin,C[C@@H]\1C/C(=C/C[C@@H]2C[C@@H](C[C@@]3(O2)C/C(=N\OC)/[C@@H]([C@H](O3)/C(=C/C(C)C)/C)C)OC(=O)[C@@H]4C=C([C@H]([C@@H]5[C@]4(/C(=C/C=C1)/CO5)O)O)C)/C,639.825 g/mol,,,
804,feprazone,CC(=CCC1C(=O)N(N(C1=O)C2=CC=CC=C2)C3=CC=CC=C3)C,320.39 g/mol,,5.1,
806,glycoobeticholic acid,CC[C@@H]1[C@@H]2C[C@@H](CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3[C@@H]1O)CC[C@@H]4[C@H](C)CCC(=O)NCC(=O)O)C)C)O,477.6765 g/mol,,,
807,dihydroergotamine,C[C@@]1(C(=O)N2[C@H](C(=O)N3CCC[C@H]3[C@@]2(O1)O)CC4=CC=CC=C4)NC(=O)[C@@H]5C[C@H]6[C@@H](CC7=CNC8=CC=CC6=C78)N(C5)C,583.685 g/mol,,,
808,vamorolone,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@@]4(C3=CC[C@@]2([C@]1(C(=O)CO)O)C)C,356.46 g/mol,4.39,,
809,niraparib,C1C[C@H](CNC1)C2=CC=C(C=C2)N3C=C4C=CC=C(C4=N3)C(=O)N,320.394 g/mol,,,
813,dapagliflozin,CCOC1=CC=C(C=C1)CC2=C(C=CC(=C2)[C@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)Cl,408.87 g/mol,,,
814,papaverine,COC1=C(C=C(C=C1)CC2=NC=CC3=CC(=C(C=C32)OC)OC)OC,339.389 g/mol,,,
815,acamprosate,CC(=O)NCCCS(=O)(=O)O,181.211 g/mol,,,
816,itacitinib,C1CN(CCC1N2CC(C2)(CC#N)N3C=C(C=N3)C4=C5C=CNC5=NC=N4)C(=O)C6=C(C(=NC=C6)C(F)(F)F)F,553.5217 g/mol,1.6,,
817,AZD1981,CC1=C(C2=C(C=CC=C2N1CC(=O)O)NC(=O)C)SC3=CC=C(C=C3)Cl,388.8733 g/mol,,,
818,tozasertib,CC1=CC(=NN1)NC2=CC(=NC(=N2)SC3=CC=C(C=C3)NC(=O)C4CC4)N5CCN(CC5)C,464.5952 g/mol,,,
819,danusertib,CN1CCN(CC1)C2=CC=C(C=C2)C(=O)NC3=NNC4=C3CN(C4)C(=O)[C@@H](C5=CC=CC=C5)OC,474.562 g/mol,,,
820,methylarbutin,COC1=CC=C(C=C1)O[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O,286.278 g/mol,-0.7,,
821,azilsartan medoxomil,CCOC1=NC2=CC=CC(=C2N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NOC(=O)N5)C(=O)OCC6=C(OC(=O)O6)C,568.5396 g/mol,,,0.0055
822,p-aminosalicylate,C1=CC(=C(C=C1N)[O-])C(=O)O,153.135 g/mol,,,
823,deferasirox,C1=CC=C(C(=C1)C2=NN(C(=N2)C3=CC=CC=C3O)C4=CC=C(C=C4)C(=O)O)O,373.4 g/mol,,,
824,hydroxyurea,C(=O)(N)NO,76.0546 g/mol,,,
